Course,Level,Topics
Reinforcement Learning,Beginner,"Reinforcement Learning Fundamentals, Reinforcement Learning Setup and Installation, Reinforcement Learning Introduction"
Advanced AI Topics,Beginner,"Advanced AI Topics Fundamentals, Advanced AI Topics Foundations, Advanced AI Topics Setup and Installation"
Full Stack Development,Advanced,"Full Stack Development Performance Tuning, Full Stack Development Complex Data Structures, Full Stack Development Optimization Techniques"
JavaScript Essentials,Beginner,"JavaScript Essentials Setup and Installation, JavaScript Essentials Fundamentals, JavaScript Essentials Foundations"
Ethical Hacking,Intermediate,"Ethical Hacking Core Concepts, Ethical Hacking Practical Applications, Ethical Hacking Tools and Methods"
Introduction to Cybersecurity,Beginner,"Introduction to Cybersecurity Setup and Installation, Introduction to Cybersecurity Basic Syntax, Introduction to Cybersecurity Foundations"
Supervised Learning,Intermediate,"Supervised Learning Algorithms, Supervised Learning Tools and Methods, Supervised Learning Data Processing"
JavaScript Essentials,Advanced,"JavaScript Essentials Performance Tuning, JavaScript Essentials Complex Data Structures, JavaScript Essentials Optimization Techniques"
HTML & CSS Basics,Advanced,"HTML & CSS Basics Complex Data Structures, HTML & CSS Basics Research & Development, HTML & CSS Basics Optimization Techniques"
Software Testing,Beginner,"Software Testing Basic Syntax, Software Testing Foundations, Software Testing Introduction"
Software Development Life Cycle,Beginner,"Software Development Life Cycle Setup and Installation, Software Development Life Cycle Foundations, Software Development Life Cycle Fundamentals"
Cloud Computing,Intermediate,"Cloud Computing Algorithms, Cloud Computing Core Concepts, Cloud Computing Practical Applications"
Unsupervised Learning,Beginner,"Unsupervised Learning Introduction, Unsupervised Learning Fundamentals, Unsupervised Learning Basic Syntax"
Advanced SQL Queries,Intermediate,"Advanced SQL Queries Practical Applications, Advanced SQL Queries Data Processing, Advanced SQL Queries Algorithms"
Python Programming,Intermediate,"Python Programming Data Processing, Python Programming Algorithms, Python Programming Core Concepts"
Network Fundamentals,Intermediate,"Network Fundamentals Data Processing, Network Fundamentals Tools and Methods, Network Fundamentals Practical Applications"
Ethical Hacking,Beginner,"Ethical Hacking Basic Syntax, Ethical Hacking Setup and Installation, Ethical Hacking Fundamentals"
Advanced Networking,Beginner,"Advanced Networking Setup and Installation, Advanced Networking Introduction, Advanced Networking Fundamentals"
Network Security,Intermediate,"Network Security Algorithms, Network Security Data Processing, Network Security Tools and Methods"
Cloud Computing,Intermediate,"Cloud Computing Core Concepts, Cloud Computing Algorithms, Cloud Computing Data Processing"
Introduction to AI,Beginner,"Introduction to AI Setup and Installation, Introduction to AI Fundamentals, Introduction to AI Basic Syntax"
SQL for Beginners,Advanced,"SQL for Beginners Case Studies, SQL for Beginners Research & Development, SQL for Beginners Optimization Techniques"
Database Administration,Intermediate,"Database Administration Practical Applications, Database Administration Core Concepts, Database Administration Algorithms"
Introduction to Cybersecurity,Beginner,"Introduction to Cybersecurity Fundamentals, Introduction to Cybersecurity Introduction, Introduction to Cybersecurity Basic Syntax"
Requirements Engineering,Intermediate,"Requirements Engineering Practical Applications, Requirements Engineering Core Concepts, Requirements Engineering Algorithms"
Network Fundamentals,Advanced,"Network Fundamentals Optimization Techniques, Network Fundamentals Case Studies, Network Fundamentals Research & Development"
Data Analysis with Python,Intermediate,"Data Analysis with Python Tools and Methods, Data Analysis with Python Practical Applications, Data Analysis with Python Algorithms"
Agile Methodologies,Intermediate,"Agile Methodologies Data Processing, Agile Methodologies Practical Applications, Agile Methodologies Tools and Methods"
Django for Web,Advanced,"Django for Web Case Studies, Django for Web Performance Tuning, Django for Web Research & Development"
Software Testing,Beginner,"Software Testing Basic Syntax, Software Testing Foundations, Software Testing Introduction"
Advanced SQL Queries,Advanced,"Advanced SQL Queries Performance Tuning, Advanced SQL Queries Case Studies, Advanced SQL Queries Optimization Techniques"
Cloud Computing,Intermediate,"Cloud Computing Data Processing, Cloud Computing Tools and Methods, Cloud Computing Algorithms"
Database Administration,Intermediate,"Database Administration Data Processing, Database Administration Core Concepts, Database Administration Tools and Methods"
Advanced Networking,Advanced,"Advanced Networking Complex Data Structures, Advanced Networking Case Studies, Advanced Networking Research & Development"
HTML & CSS Basics,Intermediate,"HTML & CSS Basics Data Processing, HTML & CSS Basics Core Concepts, HTML & CSS Basics Practical Applications"
Full Stack Development,Advanced,"Full Stack Development Case Studies, Full Stack Development Research & Development, Full Stack Development Optimization Techniques"
Machine Learning Basics,Intermediate,"Machine Learning Basics Algorithms, Machine Learning Basics Core Concepts, Machine Learning Basics Practical Applications"
Machine Learning Basics,Beginner,"Machine Learning Basics Setup and Installation, Machine Learning Basics Fundamentals, Machine Learning Basics Foundations"
Python Programming,Advanced,"Python Programming Case Studies, Python Programming Performance Tuning, Python Programming Complex Data Structures"
Security in Cloud,Intermediate,"Security in Cloud Data Processing, Security in Cloud Practical Applications, Security in Cloud Core Concepts"
JavaScript Essentials,Advanced,"JavaScript Essentials Optimization Techniques, JavaScript Essentials Complex Data Structures, JavaScript Essentials Research & Development"
Machine Learning Basics,Beginner,"Machine Learning Basics Basic Syntax, Machine Learning Basics Introduction, Machine Learning Basics Fundamentals"
Backend with Node.js,Intermediate,"Backend with Node.js Algorithms, Backend with Node.js Data Processing, Backend with Node.js Core Concepts"
Machine Learning Basics,Beginner,"Machine Learning Basics Introduction, Machine Learning Basics Foundations, Machine Learning Basics Setup and Installation"
Advanced Networking,Advanced,"Advanced Networking Optimization Techniques, Advanced Networking Research & Development, Advanced Networking Performance Tuning"
Reinforcement Learning,Intermediate,"Reinforcement Learning Data Processing, Reinforcement Learning Tools and Methods, Reinforcement Learning Algorithms"
Security in Cloud,Beginner,"Security in Cloud Foundations, Security in Cloud Introduction, Security in Cloud Basic Syntax"
Machine Learning Basics,Intermediate,"Machine Learning Basics Core Concepts, Machine Learning Basics Practical Applications, Machine Learning Basics Data Processing"
Python Programming,Advanced,"Python Programming Optimization Techniques, Python Programming Research & Development, Python Programming Case Studies"
Cryptography,Beginner,"Cryptography Setup and Installation, Cryptography Foundations, Cryptography Basic Syntax"
NoSQL Databases,Beginner,"NoSQL Databases Foundations, NoSQL Databases Introduction, NoSQL Databases Fundamentals"
Introduction to Cybersecurity,Intermediate,"Introduction to Cybersecurity Practical Applications, Introduction to Cybersecurity Algorithms, Introduction to Cybersecurity Tools and Methods"
Network Troubleshooting,Intermediate,"Network Troubleshooting Data Processing, Network Troubleshooting Algorithms, Network Troubleshooting Practical Applications"
Supervised Learning,Advanced,"Supervised Learning Research & Development, Supervised Learning Performance Tuning, Supervised Learning Complex Data Structures"
JavaScript Essentials,Advanced,"JavaScript Essentials Optimization Techniques, JavaScript Essentials Performance Tuning, JavaScript Essentials Case Studies"
Natural Language Processing,Advanced,"Natural Language Processing Optimization Techniques, Natural Language Processing Case Studies, Natural Language Processing Research & Development"
Deep Learning,Beginner,"Deep Learning Foundations, Deep Learning Basic Syntax, Deep Learning Introduction"
Frontend Development with React,Advanced,"Frontend Development with React Optimization Techniques, Frontend Development with React Performance Tuning, Frontend Development with React Research & Development"
C++ Programming,Advanced,"C++ Programming Case Studies, C++ Programming Research & Development, C++ Programming Optimization Techniques"
Requirements Engineering,Beginner,"Requirements Engineering Basic Syntax, Requirements Engineering Foundations, Requirements Engineering Fundamentals"
Security in Cloud,Advanced,"Security in Cloud Case Studies, Security in Cloud Optimization Techniques, Security in Cloud Complex Data Structures"
Software Testing,Intermediate,"Software Testing Tools and Methods, Software Testing Core Concepts, Software Testing Practical Applications"
Security in Cloud,Intermediate,"Security in Cloud Tools and Methods, Security in Cloud Algorithms, Security in Cloud Core Concepts"
Requirements Engineering,Beginner,"Requirements Engineering Introduction, Requirements Engineering Setup and Installation, Requirements Engineering Fundamentals"
Advanced Networking,Advanced,"Advanced Networking Performance Tuning, Advanced Networking Case Studies, Advanced Networking Complex Data Structures"
Network Fundamentals,Advanced,"Network Fundamentals Complex Data Structures, Network Fundamentals Optimization Techniques, Network Fundamentals Research & Development"
Security in Cloud,Beginner,"Security in Cloud Introduction, Security in Cloud Setup and Installation, Security in Cloud Fundamentals"
Cloud Computing,Beginner,"Cloud Computing Fundamentals, Cloud Computing Basic Syntax, Cloud Computing Introduction"
Frontend Development with React,Intermediate,"Frontend Development with React Algorithms, Frontend Development with React Tools and Methods, Frontend Development with React Practical Applications"
Natural Language Processing,Intermediate,"Natural Language Processing Practical Applications, Natural Language Processing Data Processing, Natural Language Processing Algorithms"
